Mod:Item:MetaData, Localized Name
cfm:bedside_cabinet_granite, Granite Bedside Cabinet
cfm:bedside_cabinet_diorite, Diorite Bedside Cabinet
cfm:bedside_cabinet_andesite, Andesite Bedside Cabinet
cfm:oven, Oven
cfm:range_hood, Oven Rangehood
cfm:hedge_oak, Oak Hedge
cfm:hedge_spruce, Spruce Hedge
cfm:hedge_birch, Birch Hedge
cfm:hedge_jungle, Jungle Hedge
cfm:hedge_acacia, Acacia Hedge
cfm:hedge_dark_oak, Dark Oak Hedge
cfm:bird_bath, Bird Bath
cfm:stone_path, Stone Path
cfm:white_fence, White Fence
cfm:white_gate, White Gate
cfm:tap, Tap
cfm:mail_box, Oak Mail Box
cfm:mail_box_spruce, Spruce Mail Box
cfm:mail_box_birch, Birch Mail Box
cfm:mail_box_jungle, Jungle Mail Box
cfm:mail_box_acacia, Acacia Mail Box
cfm:mail_box_dark_oak, Dark Oak Mail Box
cfm:tv, TV
cfm:computer, Computer
cfm:printer, Printer
cfm:electric_fence, Electric Fence
cfm:door_bell, Oak Door Bell
cfm:door_bell_spruce, Spruce Door Bell
cfm:door_bell_birch, Birch Door Bell
cfm:door_bell_jungle, Jungle Door Bell
cfm:door_bell_acacia, Acacia Door Bell
cfm:door_bell_dark_oak, Dark Oak Door Bell
cfm:fire_alarm_off, Fire Alarm
cfm:fire_alarm_on, Fire Alarm (On)
cfm:ceiling_light_off, Ceiling Light
cfm:stereo, Stereo
cfm:toilet, Toilet
cfm:basin, Basin
cfm:wall_cabinet, Wall Cabinet
cfm:bath_bottom, Bath
cfm:shower_bottom, Shower
cfm:shower_head_off, Shower Head
cfm:bin, Bin
cfm:present:0, White Present
cfm:present:1, Orange Present
cfm:present:2, Magenta Present
cfm:present:3, Light Blue Present
cfm:present:4, Yellow Present
cfm:present:5, Lime Present
cfm:present:6, Pink Present
cfm:present:7, Gray Present
cfm:present:8, Light Gray Present
cfm:present:9, Cyan Present
cfm:present:10, Purple Present
cfm:present:11, Blue Present
cfm:present:12, Brown Present
cfm:present:13, Green Present
cfm:present:14, Red Present
cfm:present:15, Black Present
cfm:tree_bottom, Christmas Tree
cfm:toaster, Toaster
cfm:microwave, Microwave
cfm:washing_machine, Washing Machine
cfm:cookie_jar, Cookie Jar
cfm:blender, Blender
cfm:plate, Plate
cfm:counter:0, White Kitchen Counter
cfm:counter:1, Orange Kitchen Counter
cfm:counter:2, Magenta Kitchen Counter
cfm:counter:3, Light Blue Kitchen Counter
cfm:counter:4, Yellow Kitchen Counter
cfm:counter:5, Lime Kitchen Counter
cfm:counter:6, Pink Kitchen Counter
cfm:counter:7, Gray Kitchen Counter
cfm:counter:8, Light Gray Kitchen Counter
cfm:counter:9, Cyan Kitchen Counter
cfm:counter:10, Purple Kitchen Counter
cfm:counter:11, Blue Kitchen Counter
cfm:counter:12, Brown Kitchen Counter
cfm:counter:13, Green Kitchen Counter
cfm:counter:14, Red Kitchen Counter
cfm:counter:15, Black Kitchen Counter
cfm:counter_sink:0, White Kitchen Counter (Sink)
cfm:counter_sink:1, Orange Kitchen Counter (Sink)
cfm:counter_sink:2, Magenta Kitchen Counter (Sink)
cfm:counter_sink:3, Light Blue Kitchen Counter (Sink)
cfm:counter_sink:4, Yellow Kitchen Counter (Sink)
cfm:counter_sink:5, Lime Kitchen Counter (Sink)
cfm:counter_sink:6, Pink Kitchen Counter (Sink)
cfm:counter_sink:7, Gray Kitchen Counter (Sink)
cfm:counter_sink:8, Light Gray Kitchen Counter (Sink)
cfm:counter_sink:9, Cyan Kitchen Counter (Sink)
cfm:counter_sink:10, Purple Kitchen Counter (Sink)
cfm:counter_sink:11, Blue Kitchen Counter (Sink)
cfm:counter_sink:12, Brown Kitchen Counter (Sink)
cfm:counter_sink:13, Green Kitchen Counter (Sink)
cfm:counter_sink:14, Red Kitchen Counter (Sink)
cfm:counter_sink:15, Black Kitchen Counter (Sink)
cfm:counter_drawer:0, White Kitchen Counter Drawer
cfm:counter_drawer:1, Orange Kitchen Counter Drawer
cfm:counter_drawer:2, Magenta Kitchen Counter Drawer
cfm:counter_drawer:3, Light Blue Kitchen Counter Drawer
cfm:counter_drawer:4, Yellow Kitchen Counter Drawer
cfm:counter_drawer:5, Lime Kitchen Counter Drawer
cfm:counter_drawer:6, Pink Kitchen Counter Drawer
cfm:counter_drawer:7, Gray Kitchen Counter Drawer
cfm:counter_drawer:8, Light Gray Kitchen Counter Drawer
cfm:counter_drawer:9, Cyan Kitchen Counter Drawer
cfm:counter_drawer:10, Purple Kitchen Counter Drawer
cfm:counter_drawer:11, Blue Kitchen Counter Drawer
cfm:counter_drawer:12, Brown Kitchen Counter Drawer
cfm:counter_drawer:13, Green Kitchen Counter Drawer
cfm:counter_drawer:14, Red Kitchen Counter Drawer
cfm:counter_drawer:15, Black Kitchen Counter Drawer
cfm:dishwasher, Dishwasher
cfm:cabinet_kitchen:0, White Kitchen Cabinet
cfm:cabinet_kitchen:1, Orange Kitchen Cabinet
cfm:cabinet_kitchen:2, Magenta Kitchen Cabinet
cfm:cabinet_kitchen:3, Light Blue Kitchen Cabinet
cfm:cabinet_kitchen:4, Yellow Kitchen Cabinet
cfm:cabinet_kitchen:5, Lime Kitchen Cabinet
cfm:cabinet_kitchen:6, Pink Kitchen Cabinet
cfm:cabinet_kitchen:7, Gray Kitchen Cabinet
cfm:cabinet_kitchen:8, Light Gray Kitchen Cabinet
cfm:cabinet_kitchen:9, Cyan Kitchen Cabinet
cfm:cabinet_kitchen:10, Purple Kitchen Cabinet
cfm:cabinet_kitchen:11, Blue Kitchen Cabinet
cfm:cabinet_kitchen:12, Brown Kitchen Cabinet
cfm:cabinet_kitchen:13, Green Kitchen Cabinet
cfm:cabinet_kitchen:14, Red Kitchen Cabinet
cfm:cabinet_kitchen:15, Black Kitchen Cabinet
cfm:chopping_board, Chopping Board
cfm:bar_stool:0, White Bar Stool
cfm:bar_stool:1, Orange Bar Stool
cfm:bar_stool:2, Magenta Bar Stool
cfm:bar_stool:3, Light Blue Bar Stool
cfm:bar_stool:4, Yellow Bar Stool
cfm:bar_stool:5, Lime Bar Stool
cfm:bar_stool:6, Pink Bar Stool
cfm:bar_stool:7, Gray Bar Stool
cfm:bar_stool:8, Light Gray Bar Stool
cfm:bar_stool:9, Cyan Bar Stool
cfm:bar_stool:10, Purple Bar Stool
cfm:bar_stool:11, Blue Bar Stool
cfm:bar_stool:12, Brown Bar Stool
cfm:bar_stool:13, Green Bar Stool
cfm:bar_stool:14, Red Bar Stool
cfm:bar_stool:15, Black Bar Stool
cfm:mirror, Mirror
cfm:mantel_piece, Mantelpiece
cfm:grand_chair_bottom, Grand Chair
cfm:candle, Candle
cfm:chimney, Chimney
cfm:wreath, Wreath
cfm:fairy_light, Fairy Light
cfm:fire_pit_on, Fire Pit
cfm:trampoline, Trampoline
cfm:crate, Crate
cfm:crate_spruce, Spruce Crate
cfm:crate_birch, Birch Crate
cfm:crate_jungle, Jungle Crate
cfm:crate_acacia, Acacia Crate
cfm:crate_dark_oak, Dark Oak Crate
cfm:bench, Outdoor Bench
cfm:table_outdoor, Outdoor Table
cfm:grill, Grill
cfm:divingboard_base, Divingboard
cfm:door_mat:0, White Door Mat
cfm:door_mat:1, Orange Door Mat
cfm:door_mat:2, Magenta Door Mat
cfm:door_mat:3, Light Blue Door Mat
cfm:door_mat:4, Yellow Door Mat
cfm:door_mat:5, Lime Door Mat
cfm:door_mat:6, Pink Door Mat
cfm:door_mat:7, Gray Door Mat
cfm:door_mat:8, Light Gray Door Mat
cfm:door_mat:9, Cyan Door Mat
cfm:door_mat:10, Purple Door Mat
cfm:door_mat:11, Blue Door Mat
cfm:door_mat:12, Brown Door Mat
cfm:door_mat:13, Green Door Mat
cfm:door_mat:14, Red Door Mat
cfm:door_mat:15, Black Door Mat
cfm:esky:0, White Cooler
cfm:esky:1, Orange Cooler
cfm:esky:2, Magenta Cooler
cfm:esky:3, Light Blue Cooler
cfm:esky:4, Yellow Cooler
cfm:esky:5, Lime Cooler
cfm:esky:6, Pink Cooler
cfm:esky:7, Gray Cooler
cfm:esky:8, Light Gray Cooler
cfm:esky:9, Cyan Cooler
cfm:esky:10, Purple Cooler
cfm:esky:11, Blue Cooler
cfm:esky:12, Brown Cooler
cfm:esky:13, Green Cooler
cfm:esky:14, Red Cooler
cfm:esky:15, Black Cooler
cfm:modern_window, Modern Window
cfm:modern_sliding_door, Modern Sliding Door
cfm:light_switch_off, Light Switch
cfm:ceiling_fan, Ceiling Fan
cfm:desk_oak, Oak Desk
cfm:desk_spruce, Spruce Desk
cfm:desk_birch, Birch Desk
cfm:desk_jungle, Jungle Desk
cfm:desk_acacia, Acacia Desk
cfm:desk_dark_oak, Dark Oak Desk
cfm:desk_stone, Stone Desk
cfm:desk_granite, Granite Desk
cfm:desk_diorite, Diorite Desk
cfm:desk_andesite, Andesite Desk
cfm:desk_cabinet_oak, Oak Desk Cabinet
cfm:desk_cabinet_spruce, Spruce Desk Cabinet
cfm:desk_cabinet_birch, Birch Desk Cabinet
cfm:desk_cabinet_jungle, Jungle Desk Cabinet
cfm:desk_cabinet_acacia, Acacia Desk Cabinet
cfm:desk_cabinet_dark_oak, Dark Oak Desk Cabinet
cfm:desk_cabinet_stone, Stone Desk Cabinet
cfm:desk_cabinet_granite, Granite Desk Cabinet
cfm:desk_cabinet_diorite, Diorite Desk Cabinet
cfm:desk_cabinet_andesite, Andesite Desk Cabinet
cfm:digital_clock:0, Digital Clock
cfm:digital_clock:1, Digital Clock
cfm:digital_clock:2, Digital Clock
cfm:digital_clock:3, Digital Clock
cfm:digital_clock:4, Digital Clock
cfm:digital_clock:5, Digital Clock
cfm:digital_clock:6, Digital Clock
cfm:digital_clock:7, Digital Clock
cfm:digital_clock:8, Digital Clock
cfm:digital_clock:9, Digital Clock
cfm:digital_clock:10, Digital Clock
cfm:digital_clock:11, Digital Clock
cfm:digital_clock:12, Digital Clock
cfm:digital_clock:13, Digital Clock
cfm:digital_clock:14, Digital Clock
cfm:digital_clock:15, Digital Clock
cfm:modern_tv, Modern TV
cfm:photo_frame:0, White Photo Frame
cfm:photo_frame:1, Orange Photo Frame
cfm:photo_frame:2, Magenta Photo Frame
cfm:photo_frame:3, Light Blue Photo Frame
cfm:photo_frame:4, Yellow Photo Frame
cfm:photo_frame:5, Lime Photo Frame
cfm:photo_frame:6, Pink Photo Frame
cfm:photo_frame:7, Gray Photo Frame
cfm:photo_frame:8, Light Gray Photo Frame
cfm:photo_frame:9, Cyan Photo Frame
cfm:photo_frame:10, Purple Photo Frame
cfm:photo_frame:11, Blue Photo Frame
cfm:photo_frame:12, Brown Photo Frame
cfm:photo_frame:13, Green Photo Frame
cfm:photo_frame:14, Red Photo Frame
cfm:photo_frame:15, Black Photo Frame
cfm:modern_couch:0, White Modern Couch
cfm:modern_couch:1, Orange Modern Couch
cfm:modern_couch:2, Magenta Modern Couch
cfm:modern_couch:3, Light Blue Modern Couch
cfm:modern_couch:4, Yellow Modern Couch
cfm:modern_couch:5, Lime Modern Couch
cfm:modern_couch:6, Pink Modern Couch
cfm:modern_couch:7, Gray Modern Couch
cfm:modern_couch:8, Light Gray Modern Couch
cfm:modern_couch:9, Cyan Modern Couch
cfm:modern_couch:10, Purple Modern Couch
cfm:modern_couch:11, Blue Modern Couch
cfm:modern_couch:12, Brown Modern Couch
cfm:modern_couch:13, Green Modern Couch
cfm:modern_couch:14, Red Modern Couch
cfm:modern_couch:15, Black Modern Couch
cfm:modern_table, Modern Table
cfm:modern_chair, Modern Chair
cfm:modern_coffee_table, Modern Coffee Table
cfm:modern_table_outdoor, Modern Outdoor Table
cfm:modern_stair, Modern Stairs
cfm:modern_bed_bottom:0, White Modern Bed
cfm:modern_bed_bottom:1, Orange Modern Bed
cfm:modern_bed_bottom:2, Magenta Modern Bed
cfm:modern_bed_bottom:3, Light Blue Modern Bed
cfm:modern_bed_bottom:4, Yellow Modern Bed
cfm:modern_bed_bottom:5, Lime Modern Bed
cfm:modern_bed_bottom:6, Pink Modern Bed
cfm:modern_bed_bottom:7, Gray Modern Bed
cfm:modern_bed_bottom:8, Light Gray Modern Bed
cfm:modern_bed_bottom:9, Cyan Modern Bed
cfm:modern_bed_bottom:10, Purple Modern Bed
cfm:modern_bed_bottom:11, Blue Modern Bed
cfm:modern_bed_bottom:12, Brown Modern Bed
cfm:modern_bed_bottom:13, Green Modern Bed
cfm:modern_bed_bottom:14, Red Modern Bed
cfm:modern_bed_bottom:15, Black Modern Bed
cfm:tv_stand, Modern TV Stand
cfm:modern_light_off, Modern Light
cfm:upgraded_fence_oak, Oak Upgraded Fence
cfm:upgraded_fence_spruce, Spruce Upgraded Fence
cfm:upgraded_fence_birch, Birch Upgraded Fence
cfm:upgraded_fence_jungle, Jungle Upgraded Fence
cfm:upgraded_fence_acacia, Acacia Upgraded Fence
cfm:upgraded_fence_dark_oak, Dark Oak Upgraded Fence
cfm:upgraded_fence_nether_brick, Nether Brick Upgraded Fence
cfm:upgraded_gate_oak, Oak Upgraded Gate
cfm:upgraded_gate_spruce, Spruce Upgraded Gate
cfm:upgraded_gate_birch, Birch Upgraded Gate
cfm:upgraded_gate_jungle, Jungle Upgraded Gate
cfm:upgraded_gate_acacia, Acacia Upgraded Gate
cfm:upgraded_gate_dark_oak, Dark Oak Upgraded Gate
cfm:park_bench_oak, Oak Park Bench
cfm:park_bench_spruce, Spruce Park Bench
cfm:park_bench_birch, Birch Park Bench
cfm:park_bench_jungle, Jungle Park Bench
cfm:park_bench_acacia, Acacia Park Bench
cfm:park_bench_dark_oak, Dark Oak Park Bench
cfm:inflatable_castle:0, Inflatable Castle
cfm:inflatable_castle:1, Inflatable Castle
cfm:inflatable_castle:2, Inflatable Castle
cfm:inflatable_castle:3, Inflatable Castle
cfm:inflatable_castle:4, Inflatable Castle
cfm:inflatable_castle:5, Inflatable Castle
cfm:inflatable_castle:6, Inflatable Castle
cfm:inflatable_castle:7, Inflatable Castle
cfm:inflatable_castle:8, Inflatable Castle
cfm:inflatable_castle:9, Inflatable Castle
cfm:inflatable_castle:10, Inflatable Castle
cfm:inflatable_castle:11, Inflatable Castle
cfm:inflatable_castle:12, Inflatable Castle
cfm:inflatable_castle:13, Inflatable Castle
cfm:inflatable_castle:14, Inflatable Castle
cfm:inflatable_castle:15, Inflatable Castle
cfm:castle_netting, Castle Netting
cfm:item_flesh, Flesh
cfm:item_flesh_cooked, Cooked Flesh
cfm:item_cool_pack, Cooling Pack
cfm:item_hammer, Hammer
cfm:item_envelope, Envelope
cfm:item_envelope_signed, item.item_envelope_signed.name
cfm:item_package, Package
cfm:item_package_signed, item.item_package_signed.name
cfm:item_ink_cartridge, Ink Cartridge
cfm:item_bread_slice, Bread Slice
cfm:item_toast, Toast
cfm:item_knife, Knife
cfm:item_cup, Cup
cfm:item_drink, item.item_drink.name
cfm:item_soap, Soap
cfm:item_soap_water, Soapy Water
cfm:item_super_soap_water, Super Soapy Water
cfm:item_recipe_book, Recipe Book
cfm:item_crayfish, item.item_crayfish.name
cfm:item_log, Chopped Log
cfm:item_spatula, Spatula
cfm:item_sausage, Sausage
cfm:item_sausage_cooked, Cooked Sausage
cfm:item_kebab, Raw Kebab
cfm:item_kebab_cooked, Cooked Kebab
cfm:item_crow_bar, Crow Bar
cfm:ceiling_fan_fans, item.ceiling_fan_fans.name
cfm:tv_remote, TV Remote
icbmclassic:grenade:5, Anvil Grenade
icbmclassic:grenade:6, Repulsive Grenade
icbmclassic:grenade:7, Attractive Grenade
icbmclassic:grenade:2, Incendiary Grenade
icbmclassic:grenade:3, Debilitation Grenade
icbmclassic:grenade:0, Conventional Grenade
icbmclassic:grenade:1, Shrapnel Grenade
icbmclassic:grenade:4, Chemical Grenade
icbmclassic:bombcart:5, Anvil Minecart
icbmclassic:bombcart:6, Repulsive Minecart
icbmclassic:bombcart:7, Attractive Minecart
icbmclassic:bombcart:10, Sonic Minecart
icbmclassic:bombcart:22, Antimatter Minecart
icbmclassic:bombcart:2, Incendiary Minecart
icbmclassic:bombcart:23, Red Matter Minecart
icbmclassic:bombcart:8, Fragmentation Minecart
icbmclassic:bombcart:11, Breaching Minecart
icbmclassic:bombcart:13, Thermobaric Minecart
icbmclassic:bombcart:17, Exothermic Minecart
icbmclassic:bombcart:1, Shrapnel Minecart
icbmclassic:bombcart:20, Ender Minecart
icbmclassic:bombcart:16, EMP Minecart
icbmclassic:bombcart:18, Endothermic Minecart
icbmclassic:bombcart:9, Contagious Minecart
icbmclassic:bombcart:3, Debilitation Minecart
icbmclassic:bombcart:15, Nuclear Minecart
icbmclassic:bombcart:0, Explosive Cart
icbmclassic:bombcart:19, Anti-Gravitational Minecart
icbmclassic:bombcart:4, Chemical Minecart
icbmclassic:bombcart:21, Hypersonic Minecart
icbmclassic:poisonpowder, Poison Powder
icbmclassic:sulfurdust, Sulfur
icbmclassic:saltpeter, Saltpeter
icbmclassic:antidote, Antidote
icbmclassic:signaldisrupter, Signal Disrupter
icbmclassic:tracker, Tracker
icbmclassic:defuser, Defuser
icbmclassic:radargun:0, Radar Gun
icbmclassic:remotedetonator:0, Remote Detonator
icbmclassic:laserdetonator:0, Laser Designator
icbmclassic:rocketlauncher, Rocket Launcher
icbmclassic:missile:5, Anvil Missile
icbmclassic:missile:6, Repulsive Missile
icbmclassic:missile:7, Attractive Missile
icbmclassic:missile:10, Sonic Missile
icbmclassic:missile:22, Antimatter Missile
icbmclassic:missile:2, Incendiary Missile
icbmclassic:missile:23, Red Matter Missile
icbmclassic:missile:8, Fragmentation Missile
icbmclassic:missile:11, Breaching Missile
icbmclassic:missile:13, Thermobaric Missile
icbmclassic:missile:17, Exothermic Missile
icbmclassic:missile:1, Shrapnel Missile
icbmclassic:missile:20, Ender Missile
icbmclassic:missile:16, EMP Missile
icbmclassic:missile:18, Endothermic Missile
icbmclassic:missile:9, Contagious Missile
icbmclassic:missile:3, Debilitation Missile
icbmclassic:missile:15, Nuclear Missile
icbmclassic:missile:0, Conventional Missile
icbmclassic:missile:19, Anti-Gravitational Missile
icbmclassic:missile:4, Chemical Missile
icbmclassic:missile:21, Hypersonic Missile
icbmclassic:glasspressureplate, Glass Pressure Plate
icbmclassic:glassbutton, Glass Button
icbmclassic:spikes:0, Spikes
icbmclassic:spikes:1, Poison Spikes
icbmclassic:spikes:2, Flammable Spikes
icbmclassic:concrete:0, Concrete
icbmclassic:concrete:1, Compact Concrete
icbmclassic:concrete:2, Reinforced Concrete
icbmclassic:reinforcedglass, Reinforced Glass
icbmclassic:explosives:5, Anvil Explosives
icbmclassic:explosives:6, Repulsive Explosives
icbmclassic:explosives:7, Attractive Explosives
icbmclassic:explosives:10, Sonic Explosives
icbmclassic:explosives:22, Antimatter Explosives
icbmclassic:explosives:2, Incendiary Explosives
icbmclassic:explosives:23, Red Matter Explosives
icbmclassic:explosives:8, Fragmentation Explosives
icbmclassic:explosives:11, Breaching Explosives
icbmclassic:explosives:13, Thermobaric Explosives
icbmclassic:explosives:17, Exothermic Explosives
icbmclassic:explosives:1, Shrapnel Explosives
icbmclassic:explosives:20, Ender Explosives
icbmclassic:explosives:16, EMP Explosives
icbmclassic:explosives:18, Endothermic Explosives
icbmclassic:explosives:9, Contagious Explosives
icbmclassic:explosives:3, Debilitation Explosives
icbmclassic:explosives:15, Nuclear Explosives
icbmclassic:explosives:0, Condensed Explosives
icbmclassic:explosives:19, Anti-Gravitational Explosives
icbmclassic:explosives:4, Chemical Explosives
icbmclassic:explosives:21, Hypersonic Explosives
icbmclassic:emptower, EMP Tower
icbmclassic:radarstation, Radar Station
icbmclassic:launcherframe:0, Launcher Support Frame T1
icbmclassic:launcherframe:1, Launcher Support Frame T2
icbmclassic:launcherframe:2, Launcher Support Frame T3
icbmclassic:launcherbase:0, Launcher Platform T1
icbmclassic:launcherbase:1, Launcher Platform T2
icbmclassic:launcherbase:2, Launcher Platform T3
icbmclassic:launcherscreen:0, Launcher Control Panel T1
icbmclassic:launcherscreen:1, Launcher Control Panel T2
icbmclassic:launcherscreen:2, Launcher Control Panel T3
icbmclassic:cruiselauncher, Cruise Launcher
icbmclassic:ingot:0, Steel Ingot
icbmclassic:ingot:1, Copper Ingot
icbmclassic:clump:0, Steel Clump
icbmclassic:plate:0, Steel Plate
icbmclassic:plate:1, Iron Plate
icbmclassic:circuit:0, Basic Circuit
icbmclassic:circuit:1, Advanced Circuit
icbmclassic:circuit:2, Elite Circuit
icbmclassic:wire:0, Copper Wire
icbmclassic:wire:1, Gold Wire
icbmclassic:battery:0, Battery
jjmeteor:blue_meteor_ore, Blue Meteor
jjmeteor:red_meteor_ore, Red Meteor
jjmeteor:telescope, Telescope
jjmeteor:blue_meteor_powder, Blue Meteor Powder
jjmeteor:red_meteor_powder, Red Meteor Powder
mcwdoors:print_oak, Oak Door Print
mcwdoors:print_spruce, Spruce Door Print
mcwdoors:print_birch, Birch Door Print
mcwdoors:print_jungle, Jungle Door Print
mcwdoors:print_acacia, Acacia Door Print
mcwdoors:print_dark_oak, Dark Oak Door Print
mcwdoors:oak_japanese_door, Oak Shoji Door
mcwdoors:spruce_japanese_door, Spruce Shoji Door
mcwdoors:birch_japanese_door, Birch Shoji Door
mcwdoors:jungle_japanese_door, Jungle Shoji Door
mcwdoors:acacia_japanese_door, Acacia Shoji Door
mcwdoors:dark_oak_japanese_door, Dark Oak Shoji Door
mcwdoors:oak_japanese2_door, Oak Shoji Whole Door
mcwdoors:spruce_japanese2_door, Spruce Shoji Whole Door
mcwdoors:birch_japanese2_door, Birch Shoji Whole Door
mcwdoors:jungle_japanese2_door, Jungle Shoji Whole Door
mcwdoors:acacia_japanese2_door, Acacia Shoji Whole Door
mcwdoors:dark_oak_japanese2_door, Dark Oak Shoji Whole Door
mcwdoors:oak_barn_door, Oak Barn Door
mcwdoors:spruce_barn_door, Spruce Barn Door
mcwdoors:birch_barn_door, Birch Barn Door
mcwdoors:jungle_barn_door, Jungle Barn Door
mcwdoors:acacia_barn_door, Acacia Barn Door
mcwdoors:dark_oak_barn_door, Dark Oak Barn Door
mcwdoors:oak_barn_glass_door, Oak Barn Glassed Door
mcwdoors:spruce_barn_glass_door, Spruce Barn Glassed Door
mcwdoors:birch_barn_glass_door, Birch Barn Glassed Door
mcwdoors:jungle_barn_glass_door, Jungle Barn Glassed Door
mcwdoors:acacia_barn_glass_door, Acacia Barn Glassed Door
mcwdoors:dark_oak_barn_glass_door, Dark Oak Barn Glassed Door
mcwdoors:oak_modern_door, Oak Oak Modern Door
mcwdoors:spruce_modern_door, Spruce Oak Modern Door
mcwdoors:birch_modern_door, Birch Oak Modern Door
mcwdoors:jungle_modern_door, Jungle Oak Modern Door
mcwdoors:acacia_modern_door, Acacia Oak Modern Door
mcwdoors:dark_oak_modern_door, Dark Oak Modern Door
mcwdoors:oak_cottage_door, Oak Cottage Door
mcwdoors:birch_cottage_door, Birch Cottage Door
mcwdoors:jungle_cottage_door, Jungle Cottage Door
mcwdoors:acacia_cottage_door, Acacia Cottage Door
mcwdoors:dark_oak_cottage_door, Dark Oak Cottage Door
mcwdoors:spruce_classic_door, Spruce Classic Door
mcwdoors:birch_classic_door, Birch Classic Door
mcwdoors:jungle_classic_door, Jungle Classic Door
mcwdoors:acacia_classic_door, Acacia Classic Door
mcwdoors:dark_oak_classic_door, Dark Oak Classic Door
mcwdoors:oak_beach_door, Oak Beach Door
mcwdoors:spruce_beach_door, Spruce Beach Door
mcwdoors:birch_beach_door, Birch Beach Door
mcwdoors:acacia_beach_door, Acacia Beach Door
mcwdoors:dark_oak_beach_door, Dark Oak Beach Door
mcwdoors:oak_paper_door, Oak Paper Door
mcwdoors:spruce_paper_door, Spruce Paper Door
mcwdoors:jungle_paper_door, Jungle Paper Door
mcwdoors:acacia_paper_door, Acacia Paper Door
mcwdoors:dark_oak_paper_door, Dark Oak Paper Door
mcwdoors:oak_four_panel_door, Oak Four Panel Door
mcwdoors:spruce_four_panel_door, Spruce Four Panel Door
mcwdoors:birch_four_panel_door, Birch Four Panel Door
mcwdoors:jungle_four_panel_door, Jungle Four Panel Door
mcwdoors:acacia_four_panel_door, Acacia Four Panel Door
mcwdoors:oak_tropical_door, Oak Tropical Door
mcwdoors:spruce_tropical_door, Spruce Tropical Door
mcwdoors:birch_tropical_door, Birch Tropical Door
mcwdoors:jungle_tropical_door, Jungle Tropical Door
mcwdoors:dark_oak_tropical_door, Dark Oak Tropical Door
mcwdoors:metal_door, Metal Door
mcwdoors:metal_warning_door, Metal Warning Door
mcwdoors:metal_hospital_door, Metal Hospital Door
mcwdoors:metal_reinforced_door, Metal Reinforced Door
mcwdoors:metal_windowed_door, Metal Windowed Door
mcwdoors:jail_door, Jail Door
mcwdoors:oak_glass_door, Oak Glass Door
mcwdoors:spruce_glass_door, Spruce Glass Door
mcwdoors:birch_glass_door, Birch Glass Door
mcwdoors:jungle_glass_door, Jungle Glass Door
mcwdoors:acacia_glass_door, Acacia Glass Door
mcwdoors:dark_oak_glass_door, Dark Oak Glass Door
mcwdoors:oak_stable_door, Oak Stable Door
mcwdoors:spruce_stable_door, Spruce Stable Door
mcwdoors:birch_stable_door, Birch Stable Door
mcwdoors:jungle_stable_door, Jungle Stable Door
mcwdoors:acacia_stable_door, Acacia Stable Door
mcwdoors:dark_oak_stable_door, Dark Oak Stable Door
mcwdoors:oak_stable_head_door, Oak Stable Horse Door
mcwdoors:spruce_stable_head_door, Spruce Stable Horse Door
mcwdoors:birch_stable_head_door, Birch Stable Horse Door
mcwdoors:jungle_stable_head_door, Jungle Stable Horse Door
mcwdoors:acacia_stable_head_door, Acacia Stable Horse Door
mcwdoors:dark_oak_stable_head_door, Dark Oak Stable Horse Door
mcwdoors:oak_western_door, Oak Western Door
mcwdoors:spruce_western_door, Spruce Western Door
mcwdoors:birch_western_door, Birch Western Door
mcwdoors:jungle_western_door, Jungle Western Door
mcwdoors:acacia_western_door, Acacia Western Door
mcwdoors:dark_oak_western_door, Dark Oak Western Door
mcwdoors:oak_bark_glass_door, Oak Bark Glass Door
mcwdoors:spruce_bark_glass_door, Spruce Bark Glass Door
mcwdoors:birch_bark_glass_door, Birch Bark Glass Door
mcwdoors:jungle_bark_glass_door, Jungle Bark Glass Door
mcwdoors:acacia_bark_glass_door, Acacia Bark Glass Door
mcwdoors:dark_oak_bark_glass_door, Dark Oak Bark Glass Door
mcwfences:oak_picket_fence, Oak Picket Fence
mcwfences:spruce_picket_fence, Spruce Picket Fence
mcwfences:birch_picket_fence, Birch Picket Fence
mcwfences:jungle_picket_fence, Jungle Picket Fence
mcwfences:acacia_picket_fence, Acacia Picket Fence
mcwfences:dark_oak_picket_fence, Dark Oak Picket Fence
mcwfences:oak_stockade_fence, Oak Stockade Fence
mcwfences:spruce_stockade_fence, Spruce Stockade Fence
mcwfences:birch_stockade_fence, Birch Stockade Fence
mcwfences:jungle_stockade_fence, Jungle Stockade Fence
mcwfences:acacia_stockade_fence, Acacia Stockade Fence
mcwfences:dark_oak_stockade_fence, Dark Oak Stockade Fence
mcwfences:oak_horse_fence, Oak Horse Fence
mcwfences:spruce_horse_fence, Spruce Horse Fence
mcwfences:birch_horse_fence, Birch Horse Fence
mcwfences:jungle_horse_fence, Jungle Horse Fence
mcwfences:acacia_horse_fence, Acacia Horse Fence
mcwfences:dark_oak_horse_fence, Dark Oak Horse Fence
mcwfences:oak_wired_fence, Oak Wired Fence
mcwfences:spruce_wired_fence, Spruce Wired Fence
mcwfences:birch_wired_fence, Birch Wired Fence
mcwfences:jungle_wired_fence, Jungle Wired Fence
mcwfences:acacia_wired_fence, Acacia Wired Fence
mcwfences:dark_oak_wired_fence, Dark Oak Wired Fence
mcwfences:oak_highley_gate, Oak Highley Gate      
